,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
422,1.0,27.0,3021.0,4.0,5.0,4.0,5.0,1
423,1.0,36.0,2549.0,4.0,5.0,3.0,4.0,1
424,2.0,34.0,3981.0,11.0,5.0,7.0,6.0,1
425,1.0,56.0,4780.0,4.0,4.0,4.0,6.0,1
426,2.0,32.0,5602.0,4.0,5.0,7.0,7.0,1
427,2.0,67.0,926.0,3.0,4.0,3.0,3.0,0
428,1.0,44.0,5194.0,4.0,3.0,7.0,7.0,1
429,1.0,31.0,2341.0,10.0,5.0,5.0,5.0,1
430,1.0,70.0,1376.0,7.0,3.0,3.0,4.0,0
431,2.0,47.0,3972.0,7.0,5.0,7.0,6.0,1
432,1.0,28.0,3373.0,11.0,5.0,7.0,5.0,1
433,2.0,61.0,3358.0,3.0,4.0,5.0,6.0,1
434,1.0,64.0,4545.0,7.0,4.0,4.0,6.0,1
435,2.0,50.0,3222.0,6.0,4.0,3.0,5.0,1
436,2.0,32.0,4076.0,4.0,5.0,3.0,6.0,1
437,2.0,63.0,2597.0,7.0,4.0,7.0,5.0,1
438,2.0,76.0,4954.0,10.0,5.0,7.0,6.0,1
439,2.0,36.0,3323.0,1.0,5.0,7.0,5.0,1
440,2.0,64.0,2671.0,9.0,5.0,7.0,5.0,1
441,2.0,24.0,7548.0,1.0,5.0,3.0,7.0,2
442,1.0,61.0,10752.0,4.0,3.0,7.0,7.0,2
443,2.0,70.0,468.0,4.0,4.0,4.0,3.0,0
444,2.0,33.0,1750.0,5.0,5.0,3.0,4.0,0
445,1.0,19.0,3167.0,3.0,1.0,5.0,5.0,1
446,1.0,40.0,5149.0,7.0,4.0,4.0,7.0,1
447,1.0,45.0,10388.0,10.0,5.0,3.0,7.0,2
448,1.0,29.0,5499.0,8.0,5.0,5.0,7.0,1
449,1.0,33.0,5650.0,7.0,4.0,3.0,7.0,1
450,2.0,69.0,2964.0,5.0,4.0,3.0,5.0,1
451,1.0,52.0,11147.0,4.0,4.0,7.0,7.0,2
452,2.0,55.0,4082.0,8.0,5.0,4.0,5.0,1
453,1.0,21.0,2261.0,1.0,5.0,5.0,4.0,1
454,1.0,62.0,6990.0,4.0,4.0,5.0,7.0,2
455,2.0,45.0,1414.0,4.0,4.0,4.0,4.0,0
456,1.0,62.0,4970.0,10.0,5.0,3.0,6.0,1
457,1.0,54.0,1248.0,4.0,6.0,3.0,3.0,0
458,2.0,33.0,3379.0,8.0,5.0,7.0,6.0,1
459,2.0,44.0,7889.0,10.0,5.0,4.0,7.0,2
460,2.0,46.0,2422.0,9.0,5.0,3.0,5.0,1
461,1.0,51.0,3438.0,4.0,4.0,3.0,5.0,1
462,2.0,64.0,3201.0,10.0,5.0,3.0,5.0,1
463,2.0,70.0,4024.0,4.0,3.0,3.0,6.0,1
464,1.0,30.0,2845.0,4.0,5.0,5.0,4.0,1
465,2.0,75.0,1633.0,4.0,3.0,4.0,4.0,0
466,2.0,21.0,2540.0,2.0,5.0,5.0,5.0,1
467,1.0,52.0,2682.0,4.0,3.0,3.0,5.0,1
468,1.0,29.0,5132.0,8.0,4.0,3.0,7.0,1
469,1.0,40.0,1961.0,5.0,4.0,4.0,4.0,0
470,2.0,56.0,4231.0,8.0,5.0,7.0,6.0,1
471,1.0,48.0,5851.0,10.0,5.0,3.0,7.0,1
472,2.0,58.0,3309.0,4.0,3.0,3.0,6.0,1
473,2.0,31.0,5133.0,8.0,5.0,3.0,7.0,1
474,2.0,53.0,11032.0,10.0,5.0,3.0,7.0,2
475,2.0,46.0,4910.0,10.0,5.0,3.0,6.0,1
476,1.0,27.0,4966.0,8.0,5.0,4.0,6.0,1
477,1.0,36.0,5600.0,8.0,5.0,4.0,7.0,1
478,1.0,45.0,10707.0,9.0,5.0,4.0,7.0,2
479,2.0,22.0,2410.0,1.0,5.0,5.0,5.0,1
480,2.0,63.0,734.0,5.0,4.0,3.0,3.0,0
481,2.0,69.0,2999.0,5.0,4.0,3.0,5.0,1
482,1.0,26.0,2607.0,10.0,5.0,7.0,4.0,1
483,1.0,32.0,2439.0,9.0,5.0,3.0,5.0,1
484,2.0,62.0,1906.0,4.0,5.0,4.0,4.0,0
485,1.0,49.0,4242.0,4.0,5.0,3.0,6.0,1
486,1.0,63.0,3593.0,4.0,4.0,3.0,5.0,1
487,1.0,31.0,6302.0,7.0,5.0,3.0,7.0,2
488,2.0,46.0,9196.0,11.0,5.0,5.0,7.0,2
489,2.0,61.0,3699.0,4.0,3.0,5.0,6.0,1
490,1.0,62.0,2806.0,7.0,3.0,4.0,5.0,1
491,1.0,48.0,4262.0,4.0,4.0,7.0,6.0,1
492,2.0,36.0,6360.0,8.0,5.0,5.0,7.0,2
493,2.0,37.0,2663.0,7.0,5.0,3.0,5.0,1
494,2.0,68.0,4562.0,10.0,5.0,7.0,6.0,1
495,1.0,34.0,2754.0,8.0,5.0,4.0,5.0,1
496,1.0,74.0,2703.0,4.0,3.0,4.0,5.0,1
497,2.0,59.0,2372.0,10.0,5.0,4.0,5.0,1
498,1.0,72.0,2509.0,4.0,3.0,4.0,5.0,1
499,1.0,66.0,3849.0,5.0,3.0,5.0,6.0,1
500,2.0,40.0,3082.0,9.0,5.0,7.0,5.0,1
501,1.0,29.0,3724.0,11.0,5.0,7.0,5.0,1
502,2.0,50.0,3382.0,10.0,5.0,3.0,6.0,1
503,2.0,49.0,3309.0,4.0,4.0,4.0,6.0,1
504,2.0,71.0,2449.0,7.0,6.0,5.0,5.0,1
505,2.0,56.0,5484.0,10.0,5.0,4.0,7.0,1
506,2.0,49.0,5655.0,4.0,4.0,3.0,7.0,1
507,1.0,72.0,1987.0,4.0,4.0,3.0,3.0,0
508,2.0,75.0,2796.0,4.0,3.0,3.0,5.0,1
509,2.0,26.0,3774.0,10.0,5.0,5.0,5.0,1
510,1.0,56.0,1693.0,4.0,3.0,4.0,4.0,0
511,2.0,50.0,2928.0,3.0,3.0,3.0,5.0,1
512,1.0,34.0,4866.0,4.0,5.0,3.0,6.0,1
513,1.0,63.0,4561.0,7.0,4.0,4.0,6.0,1
514,1.0,50.0,4009.0,4.0,4.0,4.0,6.0,1
515,1.0,58.0,3942.0,4.0,5.0,3.0,6.0,1
516,1.0,46.0,2213.0,7.0,5.0,3.0,4.0,0
517,2.0,60.0,3682.0,7.0,5.0,5.0,5.0,1
518,1.0,40.0,3567.0,4.0,4.0,5.0,6.0,1
519,1.0,47.0,5854.0,10.0,5.0,4.0,7.0,1
520,1.0,30.0,3278.0,4.0,5.0,4.0,6.0,1
521,2.0,72.0,2663.0,4.0,3.0,4.0,5.0,1
522,2.0,24.0,2281.0,1.0,5.0,3.0,3.0,1
523,2.0,29.0,3565.0,10.0,5.0,3.0,6.0,1
524,2.0,73.0,904.0,7.0,4.0,7.0,1.0,0
525,2.0,44.0,2537.0,4.0,5.0,3.0,5.0,1
526,2.0,78.0,3315.0,4.0,4.0,4.0,6.0,1
527,1.0,53.0,6168.0,7.0,5.0,3.0,7.0,2
528,2.0,77.0,1771.0,0.0,3.0,4.0,4.0,0
529,2.0,44.0,2885.0,4.0,5.0,3.0,5.0,1
530,2.0,68.0,935.0,4.0,4.0,3.0,3.0,0
531,1.0,78.0,2790.0,4.0,3.0,5.0,5.0,1
532,2.0,26.0,3348.0,10.0,5.0,3.0,6.0,1
533,1.0,75.0,2340.0,4.0,3.0,3.0,5.0,1
534,1.0,71.0,1700.0,4.0,3.0,5.0,4.0,0
535,1.0,71.0,2248.0,4.0,3.0,3.0,4.0,1
536,1.0,58.0,3412.0,4.0,5.0,3.0,6.0,1
537,2.0,76.0,3496.0,4.0,3.0,4.0,6.0,1
538,2.0,22.0,4637.0,6.0,5.0,7.0,6.0,1
539,1.0,46.0,9744.0,9.0,5.0,3.0,7.0,2
540,2.0,19.0,1312.0,1.0,5.0,5.0,1.0,0
541,2.0,73.0,4184.0,4.0,3.0,3.0,6.0,1
542,2.0,28.0,3852.0,10.0,5.0,3.0,6.0,1
543,2.0,59.0,4405.0,7.0,4.0,3.0,6.0,1
544,1.0,34.0,6679.0,7.0,5.0,3.0,7.0,2
545,2.0,53.0,2061.0,4.0,3.0,3.0,3.0,0
546,1.0,56.0,4077.0,7.0,3.0,3.0,6.0,1
547,2.0,60.0,14228.0,10.0,5.0,5.0,7.0,2
548,2.0,35.0,4039.0,10.0,5.0,4.0,6.0,1
549,1.0,36.0,3040.0,10.0,5.0,3.0,5.0,1
550,1.0,22.0,6215.0,1.0,5.0,3.0,7.0,2
551,2.0,60.0,1403.0,3.0,4.0,3.0,4.0,0
552,2.0,70.0,2997.0,5.0,3.0,3.0,5.0,1
553,2.0,34.0,3737.0,5.0,5.0,3.0,6.0,1
554,1.0,67.0,4181.0,7.0,3.0,5.0,6.0,1
555,2.0,70.0,1517.0,4.0,3.0,5.0,4.0,0
556,2.0,59.0,1725.0,4.0,3.0,7.0,4.0,0
557,1.0,47.0,2573.0,4.0,4.0,3.0,5.0,1
558,1.0,48.0,5009.0,4.0,4.0,4.0,6.0,1
559,1.0,35.0,4638.0,4.0,4.0,7.0,7.0,1
560,2.0,71.0,4102.0,3.0,3.0,5.0,6.0,1
561,2.0,57.0,2027.0,7.0,3.0,7.0,4.0,0
562,2.0,53.0,7003.0,10.0,5.0,7.0,7.0,2
563,2.0,72.0,7568.0,10.0,5.0,3.0,7.0,2
564,2.0,35.0,5101.0,10.0,5.0,4.0,6.0,1
565,1.0,65.0,5286.0,5.0,3.0,3.0,7.0,1
566,2.0,36.0,4598.0,4.0,5.0,3.0,6.0,1
567,1.0,22.0,8488.0,7.0,4.0,3.0,7.0,2
568,1.0,36.0,6983.0,7.0,5.0,3.0,7.0,2
569,2.0,58.0,4717.0,4.0,4.0,5.0,7.0,1
570,1.0,36.0,8758.0,8.0,5.0,5.0,7.0,2
571,1.0,32.0,1013.0,8.0,5.0,5.0,3.0,0
572,2.0,60.0,1844.0,5.0,4.0,3.0,4.0,0
573,1.0,80.0,2671.0,4.0,3.0,7.0,5.0,1
574,2.0,54.0,7350.0,9.0,5.0,4.0,7.0,2
575,1.0,25.0,3520.0,8.0,5.0,7.0,5.0,1
576,2.0,35.0,1561.0,4.0,5.0,5.0,4.0,0
577,1.0,46.0,6028.0,5.0,5.0,7.0,7.0,2
578,2.0,25.0,3747.0,8.0,5.0,7.0,5.0,1
579,1.0,38.0,6878.0,9.0,5.0,3.0,7.0,2
580,2.0,70.0,3135.0,7.0,4.0,4.0,4.0,1
581,1.0,57.0,5069.0,7.0,4.0,7.0,6.0,1
582,1.0,50.0,3467.0,12.0,3.0,3.0,5.0,1
583,1.0,75.0,1680.0,7.0,3.0,5.0,4.0,0
584,1.0,49.0,4778.0,4.0,4.0,7.0,6.0,1
585,2.0,70.0,2605.0,5.0,3.0,5.0,5.0,1
586,2.0,62.0,1498.0,4.0,4.0,4.0,3.0,0
587,2.0,76.0,1136.0,4.0,1.0,7.0,3.0,0
588,2.0,61.0,940.0,12.0,3.0,4.0,3.0,0
589,2.0,61.0,5628.0,8.0,5.0,7.0,7.0,1
590,1.0,64.0,4851.0,7.0,4.0,5.0,6.0,1
591,1.0,28.0,10873.0,10.0,5.0,7.0,7.0,2
592,2.0,39.0,4110.0,5.0,4.0,3.0,6.0,1
593,1.0,54.0,3694.0,4.0,3.0,3.0,6.0,1
594,2.0,74.0,2953.0,4.0,3.0,4.0,5.0,1
595,2.0,49.0,5688.0,9.0,5.0,3.0,7.0,1
596,2.0,25.0,3812.0,8.0,5.0,7.0,5.0,1
597,2.0,61.0,2970.0,10.0,5.0,4.0,5.0,1
598,1.0,41.0,2386.0,9.0,5.0,4.0,5.0,1
599,1.0,34.0,12172.0,10.0,5.0,3.0,7.0,2
600,1.0,37.0,1560.0,4.0,4.0,7.0,4.0,0
601,2.0,33.0,2669.0,10.0,5.0,4.0,5.0,1
602,2.0,31.0,3724.0,5.0,4.0,5.0,6.0,1
603,1.0,79.0,755.0,4.0,3.0,4.0,3.0,0
604,2.0,64.0,3625.0,4.0,5.0,7.0,6.0,1
605,2.0,58.0,2990.0,4.0,3.0,7.0,5.0,1
606,2.0,51.0,3283.0,8.0,3.0,3.0,5.0,1
607,2.0,31.0,2262.0,8.0,5.0,3.0,4.0,1
608,2.0,69.0,3811.0,3.0,3.0,5.0,6.0,1
609,1.0,63.0,2456.0,6.0,4.0,3.0,5.0,1
610,1.0,68.0,2826.0,4.0,3.0,3.0,5.0,1
611,1.0,33.0,2379.0,4.0,5.0,4.0,5.0,1
612,2.0,36.0,6535.0,8.0,5.0,5.0,7.0,2
613,2.0,65.0,2950.0,3.0,5.0,3.0,4.0,1
614,2.0,36.0,1757.0,1.0,5.0,5.0,4.0,0
615,2.0,60.0,2598.0,4.0,4.0,4.0,5.0,1
616,2.0,35.0,3876.0,10.0,5.0,4.0,6.0,1
617,1.0,54.0,4122.0,5.0,4.0,4.0,6.0,1
618,2.0,41.0,4064.0,4.0,4.0,4.0,5.0,1
619,2.0,43.0,5486.0,8.0,5.0,7.0,7.0,1
620,2.0,34.0,4055.0,1.0,5.0,7.0,5.0,1
621,2.0,73.0,4291.0,4.0,3.0,4.0,6.0,1
622,1.0,66.0,3298.0,10.0,5.0,7.0,6.0,1
623,1.0,54.0,9809.0,4.0,4.0,3.0,7.0,2
624,1.0,58.0,8661.0,9.0,5.0,5.0,7.0,2
625,2.0,33.0,6642.0,5.0,5.0,3.0,7.0,2
626,2.0,20.0,3768.0,3.0,5.0,7.0,6.0,1
627,2.0,67.0,3533.0,4.0,3.0,3.0,6.0,1
628,2.0,55.0,4088.0,8.0,5.0,4.0,5.0,1
629,1.0,22.0,3104.0,4.0,5.0,3.0,4.0,1
630,1.0,36.0,875.0,4.0,5.0,3.0,3.0,0
631,1.0,71.0,1569.0,4.0,4.0,7.0,4.0,0
632,1.0,54.0,2938.0,4.0,4.0,3.0,5.0,1
633,2.0,51.0,3926.0,7.0,5.0,3.0,6.0,1
634,1.0,74.0,7940.0,4.0,3.0,5.0,7.0,2
635,1.0,53.0,9627.0,7.0,4.0,4.0,7.0,2
636,1.0,71.0,1448.0,10.0,5.0,7.0,4.0,0
637,2.0,57.0,2293.0,7.0,3.0,7.0,4.0,1
638,2.0,39.0,4986.0,9.0,5.0,5.0,6.0,1
639,1.0,59.0,4731.0,7.0,3.0,4.0,6.0,1
640,1.0,45.0,10136.0,11.0,5.0,4.0,7.0,2
641,1.0,44.0,9573.0,9.0,5.0,3.0,7.0,2
642,1.0,38.0,5684.0,8.0,5.0,4.0,7.0,1
643,1.0,35.0,2393.0,10.0,5.0,4.0,5.0,1
644,2.0,60.0,2832.0,10.0,5.0,4.0,5.0,1
645,1.0,23.0,1381.0,1.0,5.0,3.0,4.0,0
646,2.0,44.0,3984.0,4.0,5.0,5.0,6.0,1
647,2.0,48.0,4957.0,7.0,5.0,3.0,6.0,1
648,1.0,53.0,9571.0,7.0,4.0,4.0,7.0,2
649,1.0,79.0,1448.0,4.0,3.0,4.0,4.0,0
650,2.0,27.0,4736.0,8.0,5.0,4.0,6.0,1
651,1.0,56.0,4551.0,7.0,4.0,3.0,6.0,1
652,1.0,29.0,1483.0,4.0,5.0,3.0,4.0,0
653,1.0,37.0,3141.0,9.0,5.0,3.0,4.0,1
654,2.0,60.0,6009.0,7.0,5.0,3.0,7.0,2
655,2.0,62.0,1289.0,10.0,5.0,5.0,3.0,0
656,1.0,27.0,3742.0,8.0,5.0,3.0,5.0,1
657,1.0,70.0,3115.0,4.0,4.0,7.0,4.0,1
658,2.0,37.0,2489.0,10.0,5.0,3.0,5.0,1
659,1.0,49.0,5401.0,10.0,5.0,3.0,7.0,1
660,1.0,61.0,3157.0,4.0,4.0,5.0,5.0,1
661,2.0,42.0,7559.0,10.0,5.0,5.0,7.0,2
662,1.0,74.0,1575.0,4.0,3.0,4.0,4.0,0
663,1.0,31.0,2425.0,8.0,5.0,5.0,5.0,1
664,2.0,72.0,2517.0,5.0,3.0,4.0,5.0,1
665,1.0,48.0,2769.0,3.0,3.0,3.0,5.0,1
666,1.0,53.0,3528.0,11.0,5.0,5.0,6.0,1
667,1.0,52.0,3933.0,4.0,4.0,3.0,5.0,1
668,2.0,45.0,4438.0,4.0,5.0,7.0,6.0,1
669,2.0,20.0,4257.0,1.0,5.0,7.0,6.0,1
670,1.0,60.0,3147.0,4.0,3.0,4.0,5.0,1
671,2.0,55.0,3867.0,10.0,5.0,3.0,5.0,1
672,2.0,50.0,5099.0,4.0,4.0,4.0,6.0,1
673,1.0,31.0,593.0,4.0,3.0,7.0,3.0,0
674,2.0,35.0,5942.0,10.0,5.0,3.0,7.0,2
675,2.0,63.0,3259.0,4.0,5.0,7.0,6.0,1
676,1.0,56.0,3748.0,7.0,3.0,3.0,6.0,1
677,1.0,29.0,4634.0,7.0,5.0,3.0,6.0,1
678,1.0,37.0,2421.0,4.0,4.0,3.0,4.0,1
679,2.0,73.0,4009.0,4.0,5.0,4.0,5.0,1
680,2.0,32.0,2557.0,10.0,5.0,4.0,5.0,1
681,2.0,64.0,3147.0,5.0,3.0,4.0,5.0,1
682,1.0,20.0,1080.0,1.0,5.0,7.0,3.0,0
683,1.0,56.0,4984.0,4.0,3.0,5.0,6.0,1
684,2.0,71.0,2177.0,10.0,5.0,4.0,4.0,0
685,1.0,54.0,4927.0,8.0,5.0,7.0,6.0,1
686,1.0,49.0,3935.0,4.0,4.0,3.0,6.0,1
687,1.0,51.0,4187.0,4.0,4.0,7.0,6.0,1
688,2.0,55.0,7139.0,9.0,5.0,4.0,7.0,2
689,2.0,76.0,1557.0,4.0,3.0,3.0,4.0,0
690,2.0,47.0,5666.0,4.0,5.0,4.0,7.0,1
691,1.0,25.0,1365.0,10.0,5.0,3.0,3.0,0
692,2.0,49.0,3362.0,10.0,5.0,3.0,6.0,1
693,1.0,39.0,2758.0,4.0,4.0,5.0,5.0,1
694,1.0,69.0,3281.0,4.0,5.0,4.0,6.0,1
695,2.0,76.0,3542.0,10.0,6.0,4.0,5.0,1
696,1.0,69.0,1569.0,7.0,3.0,7.0,4.0,0
697,1.0,62.0,1526.0,4.0,3.0,4.0,3.0,0
698,1.0,34.0,3540.0,7.0,5.0,5.0,6.0,1
699,1.0,31.0,6892.0,10.0,5.0,3.0,7.0,2
700,1.0,77.0,2520.0,11.0,5.0,4.0,5.0,1
701,1.0,47.0,1973.0,4.0,5.0,5.0,4.0,0
702,2.0,36.0,2052.0,8.0,5.0,4.0,4.0,0
703,2.0,51.0,1997.0,7.0,5.0,4.0,4.0,0
704,1.0,33.0,1540.0,4.0,5.0,7.0,4.0,0
705,2.0,67.0,1691.0,4.0,3.0,5.0,4.0,0
706,1.0,50.0,2558.0,0.0,3.0,7.0,5.0,1
707,2.0,65.0,1869.0,0.0,3.0,3.0,3.0,0
708,2.0,35.0,1333.0,10.0,5.0,5.0,3.0,0
709,2.0,35.0,5328.0,4.0,5.0,4.0,7.0,1
710,2.0,70.0,1882.0,4.0,3.0,4.0,4.0,0
711,1.0,73.0,4245.0,4.0,3.0,3.0,6.0,1
712,1.0,34.0,5476.0,10.0,5.0,3.0,7.0,1
713,2.0,62.0,3200.0,10.0,5.0,4.0,5.0,1
714,2.0,65.0,2216.0,4.0,3.0,4.0,4.0,0
715,2.0,34.0,1452.0,7.0,4.0,3.0,4.0,0
716,2.0,45.0,4044.0,4.0,5.0,3.0,5.0,1
717,1.0,29.0,3916.0,7.0,5.0,4.0,6.0,1
718,1.0,36.0,3166.0,4.0,4.0,3.0,5.0,1
719,1.0,31.0,6497.0,9.0,5.0,5.0,7.0,2
720,2.0,57.0,3640.0,5.0,5.0,3.0,6.0,1
721,1.0,56.0,14428.0,7.0,4.0,3.0,7.0,2
722,2.0,59.0,926.0,4.0,4.0,3.0,3.0,0
723,1.0,31.0,7720.0,10.0,5.0,5.0,7.0,2
724,1.0,70.0,2470.0,4.0,4.0,7.0,5.0,1
725,1.0,31.0,5188.0,8.0,5.0,4.0,7.0,1
726,2.0,71.0,4597.0,5.0,4.0,5.0,6.0,1
727,1.0,42.0,13893.0,9.0,5.0,3.0,7.0,2
728,1.0,62.0,4664.0,4.0,4.0,7.0,6.0,1
729,2.0,70.0,2626.0,7.0,6.0,5.0,5.0,1
730,1.0,56.0,4994.0,8.0,5.0,7.0,6.0,1
731,2.0,35.0,2994.0,10.0,5.0,3.0,5.0,1
732,2.0,73.0,2664.0,4.0,4.0,4.0,5.0,1
733,1.0,25.0,2421.0,4.0,5.0,4.0,5.0,1
734,1.0,37.0,4850.0,3.0,5.0,3.0,6.0,1
735,2.0,21.0,4692.0,1.0,5.0,7.0,6.0,1
736,2.0,44.0,3386.0,7.0,5.0,3.0,5.0,1
737,2.0,32.0,4216.0,5.0,5.0,7.0,6.0,1
738,2.0,22.0,1942.0,9.0,5.0,3.0,4.0,0
739,1.0,62.0,1848.0,4.0,3.0,5.0,4.0,0
740,1.0,59.0,963.0,7.0,3.0,3.0,3.0,0
741,1.0,70.0,6455.0,7.0,3.0,4.0,7.0,2
742,1.0,19.0,863.0,1.0,5.0,5.0,1.0,0
743,2.0,67.0,2671.0,4.0,4.0,7.0,4.0,1
744,1.0,56.0,3325.0,4.0,5.0,5.0,6.0,1
745,2.0,56.0,1866.0,9.0,5.0,4.0,4.0,0
746,2.0,55.0,8058.0,9.0,5.0,4.0,7.0,2
747,1.0,46.0,4816.0,4.0,4.0,3.0,6.0,1
748,2.0,41.0,7708.0,10.0,5.0,7.0,7.0,2
749,1.0,36.0,4341.0,4.0,4.0,4.0,6.0,1
750,1.0,66.0,2492.0,4.0,3.0,3.0,5.0,1
751,1.0,54.0,4409.0,4.0,4.0,5.0,6.0,1
752,1.0,39.0,13208.0,11.0,5.0,7.0,7.0,2
753,1.0,50.0,3625.0,4.0,3.0,3.0,6.0,1
754,1.0,56.0,3137.0,4.0,4.0,5.0,5.0,1
755,2.0,34.0,11280.0,8.0,5.0,5.0,7.0,2
756,2.0,70.0,2797.0,7.0,4.0,4.0,5.0,1
757,1.0,68.0,627.0,9.0,4.0,5.0,1.0,0
758,1.0,62.0,3328.0,4.0,3.0,7.0,5.0,1
759,1.0,55.0,3172.0,4.0,4.0,3.0,5.0,1
760,1.0,56.0,5217.0,4.0,4.0,4.0,7.0,1
761,2.0,32.0,3365.0,10.0,5.0,3.0,5.0,1
762,2.0,25.0,2486.0,9.0,5.0,4.0,5.0,1
763,1.0,34.0,2845.0,9.0,5.0,3.0,5.0,1
764,2.0,56.0,5724.0,7.0,5.0,3.0,7.0,1
765,2.0,27.0,9290.0,9.0,5.0,7.0,7.0,2
766,2.0,22.0,11136.0,8.0,5.0,4.0,7.0,2
767,2.0,81.0,2905.0,7.0,5.0,3.0,5.0,1
768,1.0,57.0,6310.0,10.0,5.0,7.0,7.0,2
769,2.0,53.0,8697.0,9.0,5.0,4.0,7.0,2
770,2.0,54.0,4785.0,7.0,5.0,7.0,6.0,1
771,2.0,33.0,1929.0,5.0,5.0,3.0,4.0,0
772,1.0,40.0,2330.0,9.0,5.0,3.0,4.0,1
773,1.0,50.0,1687.0,12.0,3.0,5.0,4.0,0
774,1.0,34.0,5846.0,8.0,5.0,7.0,7.0,1
775,2.0,45.0,2496.0,4.0,4.0,7.0,5.0,1
776,1.0,50.0,3849.0,4.0,4.0,3.0,5.0,1
777,1.0,36.0,4159.0,4.0,5.0,4.0,6.0,1
778,2.0,43.0,5537.0,9.0,5.0,3.0,7.0,1
779,1.0,57.0,5610.0,4.0,4.0,3.0,7.0,1
780,2.0,60.0,1562.0,3.0,4.0,3.0,4.0,0
781,2.0,32.0,2309.0,4.0,5.0,7.0,5.0,1
782,2.0,47.0,7226.0,4.0,5.0,3.0,7.0,2
783,1.0,20.0,5567.0,8.0,5.0,3.0,7.0,1
784,2.0,63.0,1930.0,4.0,3.0,3.0,4.0,0
785,2.0,60.0,2148.0,4.0,3.0,5.0,4.0,0
786,2.0,70.0,2575.0,10.0,5.0,4.0,5.0,1
787,2.0,73.0,731.0,4.0,0.0,4.0,3.0,0
788,1.0,26.0,2980.0,10.0,5.0,5.0,5.0,1
789,2.0,60.0,2927.0,4.0,3.0,3.0,4.0,1
790,1.0,47.0,4855.0,9.0,5.0,5.0,6.0,1
791,2.0,25.0,4068.0,8.0,5.0,7.0,5.0,1
792,2.0,68.0,4266.0,9.0,5.0,4.0,6.0,1
793,1.0,78.0,1479.0,4.0,3.0,4.0,4.0,0
794,1.0,36.0,5590.0,8.0,5.0,7.0,7.0,1
795,2.0,35.0,5699.0,10.0,5.0,5.0,7.0,1
796,2.0,50.0,3858.0,5.0,3.0,3.0,5.0,1
797,1.0,23.0,1579.0,1.0,5.0,3.0,4.0,0
798,1.0,26.0,2430.0,4.0,5.0,4.0,5.0,1
799,2.0,42.0,3169.0,4.0,4.0,7.0,5.0,1
800,1.0,67.0,648.0,4.0,3.0,3.0,3.0,0
801,2.0,62.0,4200.0,4.0,5.0,3.0,6.0,1
802,1.0,25.0,2569.0,8.0,5.0,5.0,5.0,1
803,1.0,29.0,3729.0,11.0,5.0,7.0,5.0,1
804,2.0,40.0,7599.0,10.0,5.0,7.0,7.0,2
805,2.0,36.0,3938.0,10.0,5.0,5.0,6.0,1
806,2.0,22.0,7141.0,1.0,5.0,3.0,7.0,2
807,1.0,64.0,3720.0,4.0,3.0,7.0,5.0,1
808,1.0,49.0,5424.0,8.0,5.0,4.0,7.0,1
809,1.0,48.0,9566.0,4.0,4.0,3.0,7.0,2
810,2.0,79.0,2641.0,3.0,3.0,5.0,5.0,1
811,1.0,55.0,4005.0,10.0,5.0,4.0,6.0,1
812,2.0,63.0,2483.0,10.0,5.0,4.0,5.0,1
813,2.0,61.0,6059.0,8.0,5.0,4.0,7.0,2
814,1.0,67.0,1853.0,7.0,3.0,4.0,4.0,0
815,2.0,72.0,1761.0,3.0,3.0,3.0,4.0,0
816,2.0,36.0,2045.0,4.0,4.0,5.0,4.0,0
817,2.0,57.0,2659.0,11.0,5.0,7.0,5.0,1
818,2.0,34.0,3276.0,10.0,5.0,5.0,6.0,1
819,1.0,62.0,4598.0,7.0,3.0,4.0,6.0,1
820,2.0,51.0,4454.0,10.0,5.0,7.0,6.0,1
821,2.0,73.0,1044.0,7.0,4.0,7.0,1.0,0
822,2.0,67.0,3738.0,4.0,1.0,7.0,5.0,1
823,2.0,59.0,1202.0,3.0,2.0,7.0,3.0,0
824,2.0,34.0,1822.0,10.0,5.0,5.0,4.0,0
825,2.0,22.0,5269.0,8.0,5.0,5.0,7.0,1
826,1.0,71.0,1502.0,5.0,3.0,4.0,4.0,0
827,1.0,35.0,7542.0,9.0,5.0,4.0,7.0,2
828,1.0,65.0,6313.0,4.0,3.0,5.0,7.0,2
829,2.0,61.0,1561.0,5.0,4.0,3.0,4.0,0
830,2.0,27.0,5069.0,8.0,5.0,4.0,6.0,1
831,1.0,80.0,1493.0,7.0,5.0,3.0,4.0,0
832,2.0,48.0,4104.0,4.0,5.0,4.0,6.0,1
833,2.0,49.0,4687.0,4.0,5.0,4.0,6.0,1
834,1.0,50.0,6944.0,4.0,5.0,5.0,7.0,2
835,2.0,71.0,3091.0,7.0,6.0,5.0,5.0,1
836,2.0,58.0,5404.0,11.0,5.0,5.0,7.0,1
837,2.0,68.0,1804.0,6.0,4.0,3.0,3.0,0
838,2.0,63.0,2383.0,10.0,5.0,3.0,5.0,1
839,1.0,36.0,3588.0,11.0,5.0,3.0,6.0,1
840,2.0,33.0,3174.0,4.0,5.0,5.0,5.0,1
841,1.0,65.0,1457.0,4.0,4.0,7.0,4.0,0
842,2.0,75.0,1593.0,4.0,3.0,4.0,4.0,0
843,2.0,40.0,6104.0,11.0,5.0,3.0,7.0,2
844,1.0,35.0,3112.0,8.0,5.0,3.0,5.0,1
